SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
BBTC,EQ,934.9,991.15,931.05,977.1,979.3,918.85,170889,166404250.4,20-May-22,10383,INE050A01025
BBTCL,SM,243.55,243.55,241,241.6,241,250,6000,1449750,20-May-22,4,INE01EE01011
BCG,EQ,57.5,60.4,56.1,56.15,56.9,59.05,4736536,272642601.4,20-May-22,25433,INE425B01027
BCLIND,BE,400.05,414,400.05,407.2,407,395.25,21628,8818907.3,20-May-22,484,INE412G01016
BCONCEPTS,BE,103.8,103.8,99.1,103.05,103,98.95,1085,111477.15,20-May-22,23,INE977Y01011
BCP,EQ,4.7,4.85,4.6,4.8,4.8,4.6,126248,597635.75,20-May-22,310,INE905P01028
BDL,EQ,746,777,731.05,761.1,760,720.95,3079361,2342729041,20-May-22,83913,INE171Z01018
BEARDSELL,EQ,15.2,15.3,14.55,14.85,14.85,14.9,19259,287257.85,20-May-22,133,INE520H01022
BECTORFOOD,EQ,296.9,298.65,289.1,291.25,291.05,290.55,61527,18023604.85,20-May-22,2593,INE495P01012
BEDMUTHA,EQ,80,83.45,79.55,81.3,81.5,79.65,12886,1053250.75,20-May-22,195,INE844K01012
BEL,EQ,231,238.35,229.55,234.95,236.05,227.5,5909711,1389122289,20-May-22,41033,INE263A01024
BEML,EQ,1419.75,1431.15,1382.05,1388.15,1386.5,1389.75,102944,144250087.6,20-May-22,7358,INE258A01016
BEPL,EQ,115.1,117.2,114.1,115.55,115.3,113.9,120270,13889692.85,20-May-22,3602,INE922A01025
BERGEPAINT,EQ,638,638.95,628,630.35,632.25,626.95,787158,497011316.8,20-May-22,22639,INE463A01038
BESTAGRO,EQ,807.9,835,783.2,817.5,829.5,786.55,35020,28399245.2,20-May-22,1457,INE052T01013
BETA,SM,897,919,880,910.45,910.5,857,6800,6129180,20-May-22,34,INE351Y01019
BEWLTD,SM,636,640,606.3,620.85,636.3,636.5,2250,1411225,20-May-22,9,INE0HQI01014
BFINVEST,EQ,270.5,278.2,268.15,273.65,272.8,267.2,10941,2993065.95,20-May-22,662,INE878K01010
BFUTILITIE,EQ,324.75,335,323.9,331.8,332.65,319.15,115126,37906078.15,20-May-22,5426,INE243D01012
BGRENERGY,EQ,70.6,74.55,70.6,72.3,72.05,69.7,136270,9918144.15,20-May-22,1950,INE661I01014
BHAGCHEM,EQ,820,838,820,832.3,832.1,823.6,5117,4252036.95,20-May-22,145,INE414D01019
BHAGERIA,EQ,206.7,213.45,206.7,209.7,208.5,205.65,11348,2387797.15,20-May-22,555,INE354C01027
BHAGYANGR,EQ,40.75,41.25,39.55,39.95,39.95,40,20297,817244.65,20-May-22,319,INE458B01036
BHAGYAPROP,EQ,39.45,39.45,38.5,38.75,39.3,38.7,59743,2324260.9,20-May-22,48,INE363W01018
BHANDARI,EQ,6.95,7.25,6.95,7.2,7.25,6.95,674942,4809372.7,20-May-22,1006,INE474E01029
BHARATFORG,EQ,675,690.55,670.1,674.2,672.35,661.4,1095756,744028615.1,20-May-22,30643,INE465A01025
BHARATGEAR,EQ,137.55,144.8,137.55,142.65,144.8,135.05,11144,1572733.65,20-May-22,354,INE561C01019
BHARATRAS,EQ,11680,11893.7,11112,11256.55,11250,11574.15,3430,39079610.85,20-May-22,1750,INE838B01013
BHARATWIRE,EQ,67.2,68,64.2,67.35,67,64.9,49390,3297612.7,20-May-22,592,INE316L01019
BHARTIARTL,EQ,688.5,691.5,683,687.9,686.45,674.25,5577407,3831558518,20-May-22,138276,INE397D01024
BHEL,EQ,50,53.5,50,53.1,53.45,49.35,52063254,2711886174,20-May-22,75461,INE257A01026
BIGBLOC,BE,120.4,120.75,120,120.75,120.75,115,21429,2584264.8,20-May-22,255,INE412U01025
BIL,EQ,177.15,177.15,171.05,172.95,172,171.2,22041,3824743.95,20-May-22,638,INE828A01016
BINDALAGRO,EQ,24.65,25.2,24.4,24.55,24.55,24.15,150914,3740893.8,20-May-22,966,INE143A01010
BIOCON,EQ,327.05,340.85,325.75,340,339.2,322.5,3683548,1240958414,20-May-22,57637,INE376G01013
BIOFILCHEM,EQ,58,58.7,57.7,58.15,57.95,57.35,10779,626879,20-May-22,324,INE829A01014
BIRET,RR,327.89,328,325,327.84,326.98,324.73,48418,15871859.97,20-May-22,1129,INE0FDU25010
BIRLACABLE,EQ,125.95,129.75,125.7,127.15,126.9,124.65,77156,9830223.4,20-May-22,2223,INE800A01015
BIRLACORPN,EQ,1042,1055,1018.25,1036.05,1033.9,1014.85,44703,46242642.4,20-May-22,6002,INE340A01012
BIRLAMONEY,EQ,60.65,61.8,60.6,60.95,60.7,59.8,32233,1969669.25,20-May-22,647,INE865C01022
BIRLATYRE,EQ,8.6,8.6,8.6,8.6,8.6,9.05,444353,3821435.8,20-May-22,2193,INE0AEJ01013
BKMINDST,BZ,2.1,2.15,2,2.15,2.15,2.05,76446,159201.3,20-May-22,158,INE831Q01016
BLBLIMITED,EQ,24.3,24.6,22.35,24.15,24.6,23.45,126386,2935176.55,20-May-22,387,INE791A01024
BLISSGVS,EQ,72,74,71.55,72.15,72.45,71.35,40045,2895242.25,20-May-22,1141,INE416D01022
BLKASHYAP,EQ,21.55,22.5,21.55,21.95,21.95,21.55,37409,825846.85,20-May-22,390,INE350H01032
BLS,EQ,187.1,197.25,187.1,194.7,193.45,184.1,1840190,355930252,20-May-22,26053,INE153T01027
BLUEDART,EQ,7250,7298.85,7150,7248.35,7220.6,7118.9,11922,86163979.05,20-May-22,3729,INE233B01017
BLUESTARCO,EQ,1039.8,1043.95,1006.55,1014.65,1017.3,1032.7,52135,53132245.45,20-May-22,5490,INE472A01039
BMETRICS,SM,445,462,445,462,462,446.9,8400,3796920,20-May-22,7,INE0I3Y01014
BODALCHEM,EQ,96.15,99.5,96.05,98.8,99.15,94.95,415526,40696317.65,20-May-22,7573,INE338D01028
BOMDYEING,EQ,104.9,113.9,104.6,111.65,110.95,102.8,6195762,681760931.6,20-May-22,35329,INE032A01023
BOROLTD,EQ,318.8,320.45,313.1,314.45,314.85,314.1,35142,11130375.95,20-May-22,1906,INE02PY01013
BORORENEW,EQ,645,652,635,641.25,642.15,627.95,285692,183602721.5,20-May-22,9292,INE666D01022
BOSCHLTD,EQ,13707,14257.4,13500,14175.15,14071,13393.65,69654,969516563.5,20-May-22,15210,INE323A01026
BPCL,EQ,332,334.85,328,332.8,333,326.65,3196697,1064245323,20-May-22,46816,INE029A01011
BPL,EQ,65.5,68,65,66.95,67.3,65,47567,3175990.7,20-May-22,652,INE110A01019
BRFL,BZ,5.7,5.95,5.65,5.7,5.8,5.7,140699,822019.35,20-May-22,222,INE589G01011
BRIGADE,EQ,434.65,452.95,434.65,449.65,447,433.75,294617,132260487.1,20-May-22,8075,INE791I01019
BRIGHT,SM,5.25,5.25,5.05,5.05,5.05,5.25,45000,230400,20-May-22,14,INE684Z01010
BRITANNIA,EQ,3360,3463.8,3352,3450.25,3445.05,3332.05,525530,1800860732,20-May-22,61746,INE216A01030
BRITANNIA,N2,31.75,31.97,31.75,31.9,31.9,31.83,3767,120141.62,20-May-22,37,INE216A07052
BRITANNIA,N3,29.48,29.95,29.4,29.63,29.65,29.54,4657,137911.49,20-May-22,120,INE216A08027
BRNL,EQ,31.85,32.1,31,31.55,31.5,30.8,34997,1104122.6,20-May-22,450,INE727S01012
BROOKS,EQ,81.8,83.9,81.7,81.9,82.5,79.3,8073,664666.1,20-May-22,216,INE650L01011
BSE,EQ,741.9,743.65,722.45,731.7,731.2,723.3,574186,420421364.8,20-May-22,20006,INE118H01025
BSHSL,BE,416,416,390.05,401.5,402,407.3,2443,985564.75,20-May-22,56,INE032Z01012
BSL,EQ,115,115.5,112.25,112.9,112.6,111.35,8255,942534.4,20-May-22,303,INE594B01012
BSLGOLDETF,EQ,46.15,46.5,45.72,46.15,46.15,45.87,4273,197271.11,20-May-22,158,INF209KB18D3
BSLNIFTY,EQ,17.94,18.15,17.66,18.1,18.15,17.66,22588,406453.77,20-May-22,523,INF209KB19D1
BSLSENETFG,EQ,51.65,52.3,50.62,51.75,52,50.62,2132,110217.15,20-May-22,103,INF209KB10E8
BSOFT,EQ,393,393,381.5,383.5,383,382.95,1816816,700577020,20-May-22,28634,INE836A01035
BTML,SM,121.95,123.55,121.95,123.55,123.55,117.7,13200,1628880,20-May-22,11,INE0EEJ01015
BTML-RE,ST,19.6,19.6,14.55,19.6,19.6,14,13200,244740,20-May-22,11,INE0EEJ20015
BURNPUR,EQ,6,6.2,5.5,5.85,5.95,5.95,259502,1535064.75,20-May-22,574,INE817H01014
BUTTERFLY,EQ,1408.05,1414.9,1408.05,1410.4,1410.3,1410.1,31763,44827625.9,20-May-22,1581,INE295F01017
BVCL,BE,23.8,25,23.8,24.75,24.75,24.75,1605,38711.75,20-May-22,39,INE139I01011
BYKE,BE,38.65,38.65,37.05,38.35,37.5,37.9,23612,898144.3,20-May-22,113,INE319B01014
CALSOFT,EQ,28.45,28.8,28.05,28.8,28.8,27.45,48986,1402812.65,20-May-22,475,INE526B01014
CAMLINFINE,EQ,108.05,114.15,107.5,112.25,112.25,109.35,614211,67558685.5,20-May-22,10914,INE052I01032
CAMPUS,EQ,339,345.45,335,342.95,342,334.2,1332175,453576502,20-May-22,22388,INE278Y01022
CAMS,EQ,2197.6,2260.65,2171.35,2251.3,2259,2145.05,108533,242621436.9,20-May-22,14030,INE596I01012
CANBK,EQ,190.9,194.85,190.25,194.4,194.2,186.95,8032646,1547980805,20-May-22,43137,INE476A01014
CANDC,BZ,3.9,4.05,3.9,4.05,4.05,3.9,5559,22455.2,20-May-22,20,INE874H01015
CANFINHOME,EQ,458,474.75,458,471.6,470.4,452.65,1087573,507351998.4,20-May-22,23113,INE477A01020
CANTABIL,EQ,1059.5,1097,1030.9,1084.45,1094,1034.4,24066,25430190.1,20-May-22,2432,INE068L01016
CAPACITE,EQ,118.6,123.8,115.55,118.65,118.8,117.35,238303,28831252.3,20-May-22,3438,INE264T01014
CAPLIPOINT,EQ,787.05,800,771.05,776.65,774.7,800.5,248738,196419776.1,20-May-22,16369,INE475E01026
CAPTRUST,EQ,116.8,117.3,112.1,113.35,112.1,111.9,7727,881038.05,20-May-22,236,INE707C01018
CARBORUNIV,EQ,718,722.2,701.45,712.85,713.25,709.3,565011,402489140,20-May-22,6876,INE120A01034
CAREERP,EQ,109.25,110.95,108,108.25,108.1,108.6,8220,899368.45,20-May-22,317,INE521J01018
CARERATING,EQ,428.2,450,425.3,446.15,444.55,426.05,133277,58358698.7,20-May-22,6183,INE752H01013
CARTRADE,EQ,564.45,584.85,564.45,579.55,575.7,556.8,138448,79433562.8,20-May-22,5821,INE290S01011
CASTROLIND,EQ,106.1,108.45,106.1,107.85,107.55,105.4,712781,76762931.35,20-May-22,7902,INE172A01027
CCCL,EQ,2.45,2.45,2.35,2.4,2.4,2.45,481435,1152931.35,20-May-22,736,INE429I01024
CCHHL,EQ,7.2,7.25,6.85,7.05,7.1,6.95,31892,226149.85,20-May-22,136,INE652F01027
CCL,EQ,368.6,371.7,361,363.95,364,365.2,145686,53202586.7,20-May-22,5073,INE421D01022
CDSL,EQ,1158,1160.75,1130.1,1137.5,1140,1133.05,327308,373432824.7,20-May-22,24321,INE736A01011
CEATLTD,EQ,1034.25,1154.95,1030,1046.95,1040.2,1026.15,53812,56376771.65,20-May-22,5101,INE482A01020
CEBBCO,EQ,57.7,58.5,56.4,56.7,56.5,55.75,295061,16928913.55,20-May-22,2780,INE209L01016
CELEBRITY,EQ,16.55,16.95,16,16.9,16.65,15.45,155250,2582907.35,20-May-22,1063,INE185H01016
CENTENKA,EQ,497.95,505.6,488,501.2,504,484.3,41843,20846027.45,20-May-22,4005,INE485A01015
CENTEXT,EQ,10.15,10.3,9.9,10,9.95,9.95,97181,984330.65,20-May-22,381,INE281A01026
CENTRALBK,EQ,17.65,17.9,17.65,17.75,17.8,17.55,1041144,18498236.05,20-May-22,2325,INE483A01010
CENTRUM,EQ,24.15,24.8,24.05,24.2,24.25,23.9,148743,3640198.75,20-May-22,815,INE660C01027
CENTUM,EQ,410,440,407.05,437.95,435,421.55,8158,3515044.6,20-May-22,480,INE320B01020
CENTURYPLY,EQ,548,550,532.35,534.65,535,535.4,106353,57173630.6,20-May-22,8650,INE348B01021
CENTURYTEX,EQ,719,730.9,708.35,713.55,713,703.75,147859,105933786.3,20-May-22,7302,INE055A01016
CERA,EQ,3929.95,4044,3910.9,3982.65,4023.5,3910.35,25474,101596914.4,20-May-22,10340,INE739E01017
CEREBRAINT,EQ,62.8,63.7,61.25,61.8,61.75,61.75,43682,2718699,20-May-22,1104,INE345B01019
CESC,EQ,80.45,80.75,78.8,79.05,79,79.75,1661576,132560288.9,20-May-22,12922,INE486A01021
CGCL,EQ,622.95,650,622.95,633.65,630,616.8,112455,71579817.05,20-May-22,3302,INE180C01026
CGPOWER,EQ,176,178,170.55,172.2,172.5,171.75,702800,122009444.5,20-May-22,7954,INE067A01029
CHALET,EQ,294,305.5,287.1,302.3,299.5,287.2,226958,67510786.05,20-May-22,5636,INE427F01016
CHAMBLFERT,EQ,396,405,390.85,396.05,396.5,400.55,2487732,987954273.5,20-May-22,35373,INE085A01013
CHEMBOND,EQ,168.4,170.4,167,169,168.6,167.4,4243,717421.8,20-May-22,201,INE995D01025
CHEMCON,EQ,276.75,313.8,275,296.5,295.5,273,836775,252472549.1,20-May-22,27585,INE03YM01018
CHEMFAB,BE,188,194,187.05,193.25,192.55,186.4,6409,1227770.6,20-May-22,158,INE783X01023
CHEMPLASTS,EQ,503.8,503.8,478.9,482.85,486.5,493.05,222425,108920211.1,20-May-22,11497,INE488A01050
CHENNPETRO,EQ,337.4,343.6,333.8,342.9,343.6,327.25,3888735,1328663990,20-May-22,25281,INE178A01016
CHOICEIN,EQ,318,327.4,316,325.2,323.95,316,48102,15555592.65,20-May-22,2049,INE102B01014
CHOLAFIN,EQ,644.7,665,642.15,645.85,646,638.55,1256877,814599285.3,20-May-22,31086,INE121A01024
CHOLAHLDNG,EQ,620,634.9,611.55,627.95,625.95,612.6,10779,6705173.55,20-May-22,1108,INE149A01033
CIGNITITEC,EQ,413,430.8,410.3,423.45,421.7,418.6,146859,62155270.8,20-May-22,3986,INE675C01017
CINELINE,BE,128.9,131.85,125,126.3,125.5,125.9,22371,2849070.8,20-May-22,187,INE704H01022
CINEVISTA,EQ,14.05,14.15,13.3,13.8,13.55,13.55,41573,570379.45,20-May-22,203,INE039B01026
CIPLA,EQ,950,982.6,939,978.4,976,938,2594816,2525106057,20-May-22,76007,INE059A01026
CLEAN,EQ,1725.1,1725.1,1702,1709.9,1713,1701.1,30742,52679292.25,20-May-22,4623,INE227W01023
CLEDUCATE,EQ,135,136,123.25,123.3,123.25,129.7,258079,32507660.35,20-May-22,2565,INE201M01029
CLNINDIA,EQ,465,471.9,462,470.5,471.9,460.8,9429,4420064.7,20-May-22,753,INE492A01029
CLSEL,EQ,114,115.35,109.25,110.15,111.9,111.2,71845,8100711.3,20-May-22,4488,INE419D01026
CMICABLES,EQ,29.5,31.45,29.5,30,30.35,29.45,21639,654282.45,20-May-22,306,INE981B01011
CMSINFO,EQ,241.9,246.5,234,236.5,234.6,238.05,460729,110767985.6,20-May-22,12915,INE925R01014
COALINDIA,EQ,184.5,186.85,183.55,185.95,185.9,181.2,6365038,1181253560,20-May-22,49827,INE522F01014
COASTCORP,EQ,316.05,321.3,311,313.45,311.95,314.4,21950,6955883.35,20-May-22,3170,INE377E01016
COCHINSHIP,EQ,319.6,325.5,316,323.8,321.8,312.95,146172,47118022.85,20-May-22,6634,INE704P01017
COFFEEDAY,EQ,42.9,44.75,42.8,43.7,43.95,42,544341,23569193,20-May-22,2677,INE335K01011
COFORGE,EQ,3759,3800,3672.2,3786.95,3785.05,3664.8,230550,860806047,20-May-22,20562,INE591G01017
COLPAL,EQ,1574.9,1605,1573.05,1586.9,1589,1564.6,200359,318953920.2,20-May-22,13125,INE259A01022
COMPINFO,EQ,28.75,31.05,28.45,29.25,29,27.95,711067,21141468.35,20-May-22,3680,INE070C01037
COMPUSOFT,EQ,22.25,23,21.95,22,22.2,21.85,73157,1647185.6,20-May-22,535,INE453B01029
CONCOR,EQ,610,618.2,554,573.4,577,606.7,6813913,3974261498,20-May-22,132741,INE111A01025
CONFIPET,EQ,52.1,52.3,50.85,51.3,51.05,50.6,208842,10756894,20-May-22,2405,INE552D01024
CONSOFINVT,EQ,136.7,138.45,134.45,137.1,136.5,132.95,4021,550994.75,20-May-22,95,INE025A01027
CONSUMBEES,EQ,72.15,74.43,72.15,73.65,73.7,72.13,2627,192626.34,20-May-22,117,INF204KA1LD7
CONTI,SM,8.3,8.3,7.85,7.85,7.85,8.25,6666,53827.95,20-May-22,2,INE340Z01019
CONTROLPR,EQ,434,491.7,433,443.15,442.25,416.6,117083,52763177.2,20-May-22,8465,INE663B01015
COOLCAPS,SM,87,87.05,85.4,85.5,85.5,82.95,33000,2843550,20-May-22,11,INE0HS001010
CORALFINAC,EQ,39.45,41,38.8,39.65,39,38.75,20115,801160.55,20-May-22,426,INE558D01021
CORDSCABLE,EQ,53.45,55.3,52.2,53.75,52.2,52.7,17732,960442.35,20-May-22,222,INE792I01017
COROMANDEL,EQ,917,934.5,911.1,929.95,927.25,908.65,526525,488917695.8,20-May-22,20103,INE169A01031
COSMOFILMS,EQ,1700,1721,1682.4,1698.05,1697,1669.6,37982,64642500.9,20-May-22,4584,INE757A01017
COUNCODOS,EQ,4.9,5.1,4.85,5,5,4.9,44492,221059.75,20-May-22,135,INE695B01025
CPSEETF,EQ,34.46,35.25,34.46,34.98,34.95,34.46,1452663,50740526.61,20-May-22,2287,INF457M01133
CRAFTSMAN,EQ,2259,2321.1,2232.95,2304.15,2321.1,2220.95,9847,22402207.1,20-May-22,2067,INE00LO01017
CREATIVE,EQ,559.7,569.9,550.8,567.5,569.9,545.2,2876,1612469.2,20-May-22,164,INE985W01018
CREATIVEYE,EQ,4.05,4.1,4.05,4.1,4.1,4.05,5301,21719.05,20-May-22,4,INE230B01021
CREDITACC,EQ,974,1020,971.85,999.95,995.15,961.8,209494,209951290.5,20-May-22,12150,INE741K01010
CREST,EQ,175,175,172.7,174.8,175,174.15,1199,208680.75,20-May-22,30,INE559D01011
CRISIL,EQ,3787.7,3800,3723.35,3771.05,3724,3659.1,89696,338080805.8,20-May-22,13945,INE007A01025
CROMPTON,EQ,339.7,343.6,338.5,342.3,342.4,336.2,620217,211522328.3,20-May-22,18541,INE299U01018
CROWN,EQ,29.75,32.2,29.75,31.9,32.2,30.7,12247,383931.4,20-May-22,76,INE491V01019
CSBBANK,EQ,186,194,184.4,186.3,185,184.5,226887,42498723,20-May-22,4944,INE679A01013
CTE,EQ,62,62.5,59.2,59.8,60.3,60.55,20251,1236147.65,20-May-22,462,INE627H01017
CUB,EQ,126.45,126.45,123.95,125.05,125,124.9,586582,73435460,20-May-22,6181,INE491A01021
CUBEXTUB,EQ,26.95,27.4,24.3,27.2,27.4,24.95,33650,905688.5,20-May-22,488,INE144D01012
CUMMINSIND,EQ,1015,1020,992.9,1008.7,1010,991.45,698976,704028821,20-May-22,14782,INE298A01020
CUPID,EQ,256.85,260.95,246.4,256.2,255.55,248.8,45499,11550961.1,20-May-22,1509,INE509F01011
CYBERMEDIA,BE,21,21.1,20,20.1,20,21.05,8494,172846,20-May-22,63,INE278G01037
CYBERTECH,EQ,145.5,154.3,144.1,149.4,149.25,142.95,121800,18186631.5,20-May-22,2481,INE214A01019
CYIENT,EQ,788,793.6,780.3,786.1,785,775.45,54895,43148458.35,20-May-22,4459,INE136B01020
DAAWAT,EQ,86.4,89.45,84.8,85.65,85.65,84.85,3553093,308664385,20-May-22,21184,INE818H01020
DABUR,EQ,497.7,507.35,496.85,503.35,504,492.1,2149292,1082041754,20-May-22,62292,INE016A01026
DALBHARAT,EQ,1386.75,1411,1384.7,1399.5,1400,1369.15,291685,407877975.5,20-May-22,20186,INE00R701025
DALMIASUG,EQ,448.7,455.5,442.1,446.85,446.05,441.95,72045,32399893.45,20-May-22,3967,INE495A01022
DAMODARIND,EQ,52.25,54.95,52.2,54.4,54.75,52.95,14020,759738.95,20-May-22,265,INE497D01022
DANGEE,EQ,353,359.45,350.35,356.25,355.25,352.95,2615,929371.15,20-May-22,124,INE688Y01014
DATAMATICS,EQ,317.1,326.4,312.5,317.95,316.15,314.1,253237,81014914.35,20-May-22,8003,INE365B01017
DATAPATTNS,EQ,712.6,744,712.6,735.15,736,704.05,135980,99448366.7,20-May-22,9596,INE0IX101010
DBCORP,EQ,81,83.85,80.9,83.05,83.05,80.9,587581,48055689,20-May-22,4067,INE950I01011
DBL,EQ,228.85,231.45,226.6,228.95,229,224.25,253728,58085636.5,20-May-22,6765,INE917M01012
DBREALTY,BE,63.9,69.45,63.9,67.1,68.1,66.15,164769,11171639.6,20-May-22,783,INE879I01012
DBSTOCKBRO,EQ,23.95,25.5,23.9,24.15,24.05,24.95,922,22467.95,20-May-22,62,INE921B01025
DCAL,EQ,120.25,124.25,120.1,120.9,120.9,118.4,189115,22987553,20-May-22,3914,INE385W01011
DCBBANK,EQ,83,86,83,85,84.7,82.9,2230028,189070124.9,20-May-22,10530,INE503A01015
DCM,EQ,76.95,77.9,75.4,76.05,77.1,75.25,39023,2990351.55,20-May-22,1260,INE498A01018
DCMFINSERV,BE,3.15,3.15,3.1,3.15,3.15,3.05,421,1320.85,20-May-22,7,INE891B01012
DCMNVL,EQ,199,205.25,199,205.25,205.25,195.5,15819,3223063.55,20-May-22,547,INE08KP01019
DCMSHRIRAM,EQ,960,1017.55,955.8,1009.9,1010,952,199748,196883701.2,20-May-22,11178,INE499A01024
DCMSRIND,EQ,94.7,97.6,91.25,95.35,95.4,92.95,197727,18743094.1,20-May-22,3132,INE843D01027
DCW,EQ,43.3,44.45,42.9,43.9,44,42.35,756597,33140840.1,20-May-22,2429,INE500A01029
DECCANCE,EQ,503.9,517,502.65,511.7,512,495.9,4973,2522974.1,20-May-22,542,INE583C01021
DEEPAKFERT,EQ,572.5,576.6,563.05,571.5,575,558.6,168349,95992820.3,20-May-22,5135,INE501A01019
DEEPAKNTR,EQ,2015,2034,1953,1964.85,1969.8,1981.75,585809,1160080822,20-May-22,40957,INE288B01029
DEEPENR,BE,93.95,96.2,93.95,96.2,96.2,91.65,46885,4482297.15,20-May-22,289,INE677H01012
DEEPINDS,EQ,244,249.9,237,238.15,239.1,234.8,202701,49243328.45,20-May-22,6141,INE0FHS01016
DELPHIFX,EQ,505,505,480.05,490.95,492.5,477.55,953,467566.6,20-May-22,132,INE726L01019
DELTACORP,EQ,233,235.7,226.05,234.25,234.5,228.4,3000984,693310381.8,20-May-22,26525,INE124G01033
DELTAMAGNT,EQ,88.7,88.7,81.55,83.7,83,85,2486,210424.1,20-May-22,184,INE393A01011
DEN,EQ,36.65,37.3,36.55,37,37,36.2,423470,15626550.1,20-May-22,1789,INE947J01015
DENORA,EQ,779.95,788.2,760.2,788.2,788.2,750.7,41670,32752804.65,20-May-22,1000,INE244A01016
DESTINY,SM,14.75,14.75,14.75,14.75,14.75,14.05,24000,354000,20-May-22,4,INE0IGO01011
DEVIT,BE,178,184.55,178,184.4,184.55,175.8,30998,5686866.35,20-May-22,473,INE060X01018
DEVYANI,EQ,154,154.7,151.85,152.7,152.95,151,1119431,171616767,20-May-22,6655,INE872J01023
DFMFOODS,EQ,231.1,236.9,224.2,228.55,230,229.95,39963,9231684.55,20-May-22,1470,INE456C01020
DGCONTENT,BE,14.75,15.6,14.75,15.5,15.5,14.9,23929,371216.55,20-May-22,20,INE03JI01017
DHAMPURSUG,BE,285,288,275.1,279.45,278.6,285.75,179795,50333352.7,20-May-22,5411,INE041A01016
DHANBANK,EQ,13.75,13.8,13.15,13.25,13.3,13.45,737887,9820166.35,20-May-22,1945,INE680A01011
DHANI,EQ,52,52.5,51,52.5,52.5,50,792282,41506568.45,20-May-22,2468,INE274G01010
DHANILOANS,N6,995,995,993,994.25,993,995,21,20883,20-May-22,3,INE614X07076
DHANILOANS,N8,1285,1285,1285,1285,1285,1285,100,128500,20-May-22,2,INE614X07092
DHANILOANS,NF,980,980,980,980,980,995,81,79380,20-May-22,6,INE614X07183
DHANILOANS,NG,1020,1020,1020,1020,1020,1015,47,47940,20-May-22,1,INE614X07191
DHANILOANS,NR,990,990,956.1,956.1,956.1,950.1,70,68622,20-May-22,2,INE614X07324
DHANILOANS,NU,993.5,993.5,993.5,993.5,993.5,949,1,993.5,20-May-22,1,INE614X07357
DHANILOANS,NV,970,970,970,970,970,950,199,193030,20-May-22,4,INE614X07365
DHANILOANS,NX,1001,1001,990,1000,1000,985.21,104,103454,20-May-22,9,INE614X07381
DHANUKA,EQ,748,748,726,727.5,730,734.1,15848,11665625.45,20-May-22,2018,INE435G01025
DHANVARSHA,EQ,75,79.5,75,77.55,76.5,75.6,108473,8448748.3,20-May-22,4895,INE615R01029
DHARAMSI,EQ,344.05,360,343.6,355.25,360,342,13605,4817599,20-May-22,1066,INE505A01010
DHARSUGAR,EQ,12.8,13.45,12.45,12.45,12.45,13.1,637247,8139782.2,20-May-22,1459,INE988C01014
DHRUV,EQ,56,57,54.5,55.4,56,56.55,37728,2107828.9,20-May-22,308,INE506Z01015
DHUNINV,EQ,628.8,648.7,628.8,641,638,628.8,923,588555.85,20-May-22,146,INE320L01011
DIAMONDYD,EQ,632,662.9,628.95,653.9,653.05,627.75,9227,5952086.1,20-May-22,876,INE393P01035
DICIND,EQ,323.4,346.9,323.4,341.5,344.6,325.6,2910,972819.3,20-May-22,297,INE303A01010
DIGISPICE,EQ,31.15,33,31.15,31.8,31.9,31.15,63928,2049591.05,20-May-22,731,INE927C01020
DIGJAMLMTD,BE,145.1,156.45,143.05,150.45,153.4,149,2129,321174.7,20-May-22,84,INE731U01028
DIL,EQ,114.9,115,112,114.45,115,111.1,16778,1901041.5,20-May-22,113,INE411Y01011
DISHTV,EQ,14.05,14.05,13.4,13.5,13.5,13.8,3532190,48331693.6,20-May-22,4406,INE836F01026
DIVISLAB,EQ,4260,4325,4220,4304.8,4307.05,4199.2,396121,1698100413,20-May-22,55400,INE361B01024
DIVOPPBEES,EQ,43.29,50.3,42.65,43.27,43.52,42.6,22133,995527.83,20-May-22,205,INF204KA1MS3
DIXON,EQ,3419,3475,3385.9,3428.15,3424,3379.25,184764,631918775.4,20-May-22,18953,INE935N01020
DLF,EQ,326,336.5,323,331.5,331.3,320.6,8095291,2681868987,20-May-22,80680,INE271C01023
DLINKINDIA,EQ,134.95,134.95,130.5,132.45,132,128.75,99613,13208976.6,20-May-22,2905,INE250K01012
DMART,EQ,3708.9,3717.2,3610,3630.4,3620.85,3614.85,334172,1223202020,20-May-22,34706,INE192R01011
DNAMEDIA,EQ,2.5,2.5,2.35,2.35,2.35,2.45,68021,160632.25,20-May-22,139,INE016M01021
DODLA,EQ,484.95,491,480,480.85,480.5,480.95,15192,7344736.95,20-May-22,1625,INE021O01019
DOLATALGO,EQ,82.7,82.7,80.4,80.65,81.35,80.3,87374,7113965.5,20-May-22,1556,INE966A01022
DOLLAR,EQ,499.25,519.5,499.25,511.45,512,492.75,56058,28533760.65,20-May-22,3829,INE325C01035
DONEAR,EQ,55.25,55.8,50.6,55.15,55.65,53.2,28992,1562130.75,20-May-22,282,INE668D01028
DPABHUSHAN,EQ,432,432,415.05,418.05,415.05,413.15,7314,3084381.1,20-May-22,306,INE266Y01019
DPSCLTD,EQ,12.9,13.2,12.75,12.9,12.95,12.85,65858,850916.9,20-May-22,394,INE360C01024
DPWIRES,EQ,337.95,339.85,330.85,337.7,339.7,323.7,23328,7891479.7,20-May-22,430,INE864X01013
